1	806
1	807
1	808
1	932
2	118
2	138
2	141
2	168
2	351
2	385
2	427
2	538
2	539
2	548
2	610
2	757
2	771
2	861
2	873
2	875
2	877
2	878
2	941
2	962
3	931
4	29
4	46
4	109
4	122
4	154
4	201
4	202
4	212
4	217
4	251
4	310
4	342
4	382
4	404
4	406
4	417
4	424
4	427
4	431
4	432
4	457
4	466
4	481
4	486
4	541
4	581
4	586
4	703
4	707
4	721
4	738
4	752
4	765
4	771
4	824
4	826
4	831
4	858
4	875
4	941
4	960
4	982
4	983
4	998
4	999
4	1001
4	1003
4	1031
4	1034
4	1050
5	14
5	42
5	76
5	109
5	144
5	154
5	166
5	180
5	236
5	276
5	309
5	340
5	345
5	385
5	439
5	451
5	486
5	543
5	548
5	586
5	630
5	635
5	680
5	689
5	694
5	707
5	717
5	750
5	771
5	867
5	875
5	941
5	1015
6	144
6	812
7	154
7	155
7	427
8	155
8	158
8	880
9	32
9	52
9	122
9	130
9	154
9	166
9	168
9	255
9	351
9	403
9	418
9	466
9	756
9	905
9	1016
10	141
10	255
10	404
10	874
10	875
11	20
11	120
11	154
11	197
11	201
11	244
11	255
11	299
11	310
11	371
11	377
11	385
11	404
11	406
11	427
11	452
11	527
11	541
11	610
11	613
11	671
11	694
11	717
11	764
11	771
11	802
11	858
11	861
11	867
11	874
11	971
11	1037
12	131
12	255
12	272
12	282
12	307
12	382
12	385
12	618
12	861
12	875
12	941
13	46
13	228
13	255
13	764
13	940
13	1037
14	16
14	468
14	483
14	490
14	491
14	556
14	944
14	952
14	959
14	1035
15	11
15	72
15	80
15	89
15	152
15	166
15	186
15	351
15	452
15	456
15	457
15	459
15	647
15	711
15	732
15	752
15	755
15	765
15	813
15	830
15	849
16	122
16	154
16	168
16	304
16	382
16	385
16	717
16	832
16	858
16	875
16	941
17	658
18	20
18	63
18	138
18	154
18	168
18	251
18	285
18	301
18	310
18	372
18	382
18	404
18	427
18	428
18	460
18	463
18	466
18	481
18	486
18	527
18	539
18	548
18	577
18	654
18	671
18	683
18	703
18	709
18	761
18	764
18	771
18	812
18	824
18	826
18	867
18	918
18	930
18	936
18	941
18	975
18	999
18	1031
18	1046
19	59
19	82
19	110
19	122
19	187
19	298
19	299
19	369
19	372
19	378
19	404
19	406
19	428
19	503
19	527
19	566
19	661
19	776
19	861
19	864
19	880
19	941
20	154
20	255
20	310
20	428
20	548
20	804
20	806
20	931
20	932
20	935
20	941
21	130
21	134
21	136
21	138
21	141
21	265
21	281
21	306
21	812
21	877
21	881
21	1020
22	122
22	154
22	880
